utilization_gpu,memory_used,memory_total,power_draw,cpu_usage,time,
0 %, 3 MiB, 24576 MiB,9.59 W,10.9,2734.08,
0 %, 3 MiB, 24576 MiB,10.47 W,11.1,2735.11,
0 %, 3 MiB, 24576 MiB,9.84 W,10.8,2736.15,
0 %, 3 MiB, 24576 MiB,9.98 W,10.7,2737.18,
0 %, 3 MiB, 24576 MiB,10.10 W,10.8,2738.21,
0 %, 3 MiB, 24576 MiB,9.48 W,10.8,2739.24,
0 %, 3 MiB, 24576 MiB,9.68 W,10.8,2740.28,
0 %, 3 MiB, 24576 MiB,9.48 W,11.0,2741.31,
0 %, 3 MiB, 24576 MiB,9.53 W,10.8,2742.35,
0 %, 3 MiB, 24576 MiB,9.63 W,10.8,2743.39,
0 %, 3 MiB, 24576 MiB,9.41 W,11.1,2744.43,
0 %, 3 MiB, 24576 MiB,9.85 W,10.7,2745.46,
0 %, 3 MiB, 24576 MiB,9.72 W,11.2,2746.5,
0 %, 3 MiB, 24576 MiB,10.02 W,11.3,2747.53,
0 %, 3 MiB, 24576 MiB,9.91 W,11.1,2748.57,
0 %, 3 MiB, 24576 MiB,9.84 W,11.1,2749.61,
0 %, 3 MiB, 24576 MiB,10.02 W,11.1,2750.64,
0 %, 3 MiB, 24576 MiB,9.94 W,10.9,2751.68,
0 %, 3 MiB, 24576 MiB,9.54 W,10.8,2752.72,
0 %, 3 MiB, 24576 MiB,9.36 W,11.1,2753.75,
0 %, 3 MiB, 24576 MiB,9.50 W,11.0,2754.79,
0 %, 3 MiB, 24576 MiB,9.51 W,11.0,2755.82,
0 %, 3 MiB, 24576 MiB,9.26 W,10.8,2756.86,
0 %, 3 MiB, 24576 MiB,9.31 W,10.9,2757.9,
0 %, 3 MiB, 24576 MiB,9.51 W,11.0,2758.94,
0 %, 3 MiB, 24576 MiB,9.72 W,11.0,2759.97,
0 %, 3 MiB, 24576 MiB,9.79 W,11.0,2761.01,
0 %, 3 MiB, 24576 MiB,10.20 W,11.8,2762.05,
0 %, 3 MiB, 24576 MiB,9.83 W,11.4,2763.08,
0 %, 3 MiB, 24576 MiB,9.80 W,10.9,2764.11,
0 %, 3 MiB, 24576 MiB,9.71 W,11.2,2765.15,
0 %, 3 MiB, 24576 MiB,9.73 W,11.1,2766.18,
0 %, 3 MiB, 24576 MiB,10.32 W,10.8,2767.21,
0 %, 3 MiB, 24576 MiB,10.36 W,10.9,2768.25,
0 %, 3 MiB, 24576 MiB,10.22 W,11.0,2769.28,
0 %, 3 MiB, 24576 MiB,9.66 W,11.1,2770.31,
0 %, 3 MiB, 24576 MiB,9.45 W,11.1,2771.35,
0 %, 3 MiB, 24576 MiB,9.95 W,10.9,2772.38,
0 %, 3 MiB, 24576 MiB,9.56 W,10.9,2773.42,
0 %, 3 MiB, 24576 MiB,9.74 W,10.9,2774.45,
0 %, 3 MiB, 24576 MiB,9.62 W,10.7,2775.48,
0 %, 3 MiB, 24576 MiB,10.12 W,11.7,2776.52,
0 %, 3 MiB, 24576 MiB,9.84 W,11.4,2777.55,
0 %, 3 MiB, 24576 MiB,9.93 W,11.4,2778.58,
0 %, 3 MiB, 24576 MiB,9.93 W,11.1,2779.62,
0 %, 3 MiB, 24576 MiB,10.16 W,11.3,2780.65,
0 %, 3 MiB, 24576 MiB,10.01 W,10.9,2781.68,
0 %, 3 MiB, 24576 MiB,9.62 W,10.8,2782.72,
0 %, 3 MiB, 24576 MiB,9.94 W,11.1,2783.75,
0 %, 3 MiB, 24576 MiB,9.53 W,10.9,2784.78,
0 %, 3 MiB, 24576 MiB,9.90 W,11.0,2785.82,
0 %, 3 MiB, 24576 MiB,9.97 W,10.6,2786.85,
0 %, 3 MiB, 24576 MiB,10.07 W,10.8,2787.88,
0 %, 3 MiB, 24576 MiB,10.20 W,10.9,2788.92,
0 %, 3 MiB, 24576 MiB,9.53 W,10.8,2789.95,
0 %, 3 MiB, 24576 MiB,9.66 W,11.0,2790.99,
0 %, 3 MiB, 24576 MiB,9.67 W,11.9,2792.02,
0 %, 3 MiB, 24576 MiB,9.91 W,11.0,2793.06,
0 %, 3 MiB, 24576 MiB,9.78 W,10.9,2794.09,
0 %, 3 MiB, 24576 MiB,9.87 W,10.8,2795.12,
0 %, 3 MiB, 24576 MiB,9.29 W,11.3,2796.16,
0 %, 3 MiB, 24576 MiB,9.53 W,11.0,2797.19,
0 %, 3 MiB, 24576 MiB,9.88 W,10.9,2798.22,
0 %, 3 MiB, 24576 MiB,9.56 W,10.7,2799.26,
0 %, 3 MiB, 24576 MiB,10.68 W,10.9,2800.29,
0 %, 3 MiB, 24576 MiB,10.64 W,11.0,2801.32,
0 %, 3 MiB, 24576 MiB,10.52 W,10.9,2802.36,
0 %, 3 MiB, 24576 MiB,10.07 W,11.0,2803.39,
0 %, 3 MiB, 24576 MiB,10.19 W,11.0,2804.42,
0 %, 3 MiB, 24576 MiB,10.08 W,11.0,2805.46,
0 %, 3 MiB, 24576 MiB,10.41 W,11.3,2806.49,
0 %, 3 MiB, 24576 MiB,10.32 W,11.0,2807.53,
0 %, 3 MiB, 24576 MiB,10.04 W,11.2,2808.56,
0 %, 3 MiB, 24576 MiB,9.60 W,10.8,2809.6,
0 %, 3 MiB, 24576 MiB,9.61 W,11.0,2810.64,
0 %, 3 MiB, 24576 MiB,9.59 W,10.8,2811.67,
0 %, 3 MiB, 24576 MiB,10.42 W,10.8,2812.71,
0 %, 3 MiB, 24576 MiB,10.38 W,10.7,2813.75,
0 %, 3 MiB, 24576 MiB,10.18 W,10.9,2814.78,
0 %, 3 MiB, 24576 MiB,9.73 W,10.8,2815.82,
0 %, 3 MiB, 24576 MiB,9.67 W,10.8,2816.85,
0 %, 3 MiB, 24576 MiB,9.54 W,11.0,2817.89,
0 %, 3 MiB, 24576 MiB,9.62 W,11.2,2818.92,
0 %, 3 MiB, 24576 MiB,9.73 W,10.9,2819.96,
0 %, 3 MiB, 24576 MiB,9.65 W,11.3,2821.0,
0 %, 3 MiB, 24576 MiB,9.78 W,11.5,2822.03,
0 %, 3 MiB, 24576 MiB,9.95 W,11.2,2823.07,
0 %, 3 MiB, 24576 MiB,9.56 W,10.8,2824.1,
0 %, 3 MiB, 24576 MiB,10.05 W,10.8,2825.14,
0 %, 3 MiB, 24576 MiB,9.99 W,11.1,2826.17,
0 %, 3 MiB, 24576 MiB,10.10 W,11.0,2827.21,
0 %, 3 MiB, 24576 MiB,9.60 W,11.0,2828.24,
0 %, 3 MiB, 24576 MiB,9.89 W,11.0,2829.27,
0 %, 3 MiB, 24576 MiB,9.81 W,11.0,2830.31,
0 %, 3 MiB, 24576 MiB,10.37 W,10.9,2831.34,
0 %, 3 MiB, 24576 MiB,10.16 W,10.9,2832.37,
0 %, 3 MiB, 24576 MiB,10.08 W,10.9,2833.41,
0 %, 3 MiB, 24576 MiB,10.33 W,10.8,2834.44,
0 %, 3 MiB, 24576 MiB,9.63 W,11.0,2835.47,
0 %, 3 MiB, 24576 MiB,9.98 W,11.7,2836.51,
0 %, 3 MiB, 24576 MiB,9.94 W,10.8,2837.54,
0 %, 3 MiB, 24576 MiB,9.83 W,12.0,2838.57,
0 %, 3 MiB, 24576 MiB,10.40 W,10.8,2839.61,
0 %, 3 MiB, 24576 MiB,9.73 W,10.8,2840.64,
0 %, 3 MiB, 24576 MiB,9.71 W,11.4,2841.67,
0 %, 3 MiB, 24576 MiB,9.80 W,10.9,2842.71,
0 %, 3 MiB, 24576 MiB,9.93 W,10.7,2843.74,
0 %, 3 MiB, 24576 MiB,10.14 W,10.8,2844.78,
0 %, 3 MiB, 24576 MiB,10.59 W,11.2,2845.81,
0 %, 3 MiB, 24576 MiB,10.54 W,11.1,2846.84,
0 %, 3 MiB, 24576 MiB,10.20 W,10.8,2847.87,
0 %, 3 MiB, 24576 MiB,9.73 W,10.9,2848.91,
0 %, 3 MiB, 24576 MiB,9.43 W,11.0,2849.94,
0 %, 3 MiB, 24576 MiB,9.61 W,10.8,2850.98,
0 %, 3 MiB, 24576 MiB,9.59 W,11.6,2852.01,
0 %, 3 MiB, 24576 MiB,9.97 W,11.0,2853.04,
0 %, 3 MiB, 24576 MiB,10.10 W,11.1,2854.08,
0 %, 3 MiB, 24576 MiB,9.98 W,11.0,2855.11,
0 %, 3 MiB, 24576 MiB,9.88 W,11.2,2856.15,
0 %, 3 MiB, 24576 MiB,9.28 W,10.7,2857.19,
0 %, 3 MiB, 24576 MiB,10.07 W,10.8,2858.22,
0 %, 3 MiB, 24576 MiB,9.71 W,10.7,2859.26,
0 %, 3 MiB, 24576 MiB,10.12 W,11.0,2860.29,
0 %, 3 MiB, 24576 MiB,9.75 W,10.9,2861.33,
0 %, 3 MiB, 24576 MiB,9.80 W,10.7,2862.36,
0 %, 3 MiB, 24576 MiB,9.52 W,11.0,2863.4,
0 %, 3 MiB, 24576 MiB,9.95 W,11.3,2864.43,
0 %, 3 MiB, 24576 MiB,10.49 W,10.9,2865.46,
0 %, 3 MiB, 24576 MiB,10.36 W,11.9,2866.5,
0 %, 3 MiB, 24576 MiB,9.43 W,11.0,2867.53,
0 %, 3 MiB, 24576 MiB,9.74 W,11.3,2868.56,
0 %, 3 MiB, 24576 MiB,9.73 W,11.3,2869.59,
0 %, 3 MiB, 24576 MiB,9.66 W,11.0,2870.63,
0 %, 3 MiB, 24576 MiB,9.79 W,11.1,2871.66,
0 %, 3 MiB, 24576 MiB,9.92 W,11.0,2872.7,
0 %, 3 MiB, 24576 MiB,9.95 W,11.2,2873.73,
0 %, 3 MiB, 24576 MiB,9.54 W,10.6,2874.76,
0 %, 3 MiB, 24576 MiB,9.09 W,10.9,2875.8,
0 %, 3 MiB, 24576 MiB,9.31 W,11.0,2876.83,
0 %, 3 MiB, 24576 MiB,10.35 W,11.0,2877.86,
0 %, 3 MiB, 24576 MiB,9.99 W,10.9,2878.9,
0 %, 3 MiB, 24576 MiB,10.19 W,10.9,2879.93,
0 %, 3 MiB, 24576 MiB,9.71 W,10.9,2880.96,
0 %, 3 MiB, 24576 MiB,9.49 W,11.6,2882.0,
0 %, 3 MiB, 24576 MiB,9.43 W,11.0,2883.03,
0 %, 3 MiB, 24576 MiB,9.53 W,11.4,2884.06,
0 %, 3 MiB, 24576 MiB,9.94 W,11.0,2885.1,
0 %, 3 MiB, 24576 MiB,9.81 W,10.9,2886.13,
0 %, 3 MiB, 24576 MiB,9.86 W,11.2,2887.16,
0 %, 3 MiB, 24576 MiB,9.67 W,10.9,2888.2,
0 %, 3 MiB, 24576 MiB,9.65 W,10.8,2889.23,
0 %, 3 MiB, 24576 MiB,9.61 W,10.9,2890.26,
0 %, 3 MiB, 24576 MiB,9.99 W,10.8,2891.3,
0 %, 3 MiB, 24576 MiB,9.92 W,10.8,2892.33,
0 %, 3 MiB, 24576 MiB,9.81 W,10.8,2893.36,
0 %, 3 MiB, 24576 MiB,9.53 W,10.9,2894.4,
0 %, 3 MiB, 24576 MiB,9.76 W,11.1,2895.43,
0 %, 3 MiB, 24576 MiB,9.89 W,11.7,2896.46,
0 %, 3 MiB, 24576 MiB,10.23 W,10.8,2897.5,
0 %, 3 MiB, 24576 MiB,10.29 W,11.5,2898.53,
0 %, 3 MiB, 24576 MiB,10.04 W,11.5,2899.56,
0 %, 3 MiB, 24576 MiB,10.19 W,10.9,2900.6,
0 %, 3 MiB, 24576 MiB,9.52 W,11.3,2901.63,
0 %, 3 MiB, 24576 MiB,9.77 W,10.7,2902.66,
0 %, 3 MiB, 24576 MiB,9.51 W,11.0,2903.7,
0 %, 3 MiB, 24576 MiB,9.67 W,10.9,2904.73,
0 %, 3 MiB, 24576 MiB,9.50 W,10.8,2905.77,
0 %, 3 MiB, 24576 MiB,9.52 W,10.9,2906.8,
0 %, 3 MiB, 24576 MiB,9.52 W,11.0,2907.83,
0 %, 3 MiB, 24576 MiB,9.84 W,11.0,2908.87,
0 %, 3 MiB, 24576 MiB,9.62 W,10.9,2909.9,
0 %, 3 MiB, 24576 MiB,10.17 W,10.8,2910.93,
0 %, 3 MiB, 24576 MiB,9.87 W,16.1,2911.97,
0 %, 3 MiB, 24576 MiB,10.37 W,12.3,2913.01,
0 %, 3 MiB, 24576 MiB,9.43 W,10.9,2914.04,
0 %, 3 MiB, 24576 MiB,9.23 W,11.2,2915.07,
0 %, 3 MiB, 24576 MiB,9.45 W,10.8,2916.11,
0 %, 3 MiB, 24576 MiB,9.31 W,11.1,2917.14,
0 %, 3 MiB, 24576 MiB,9.31 W,10.9,2918.17,
0 %, 3 MiB, 24576 MiB,9.49 W,10.8,2919.21,
0 %, 3 MiB, 24576 MiB,9.53 W,10.8,2920.24,
0 %, 3 MiB, 24576 MiB,9.74 W,10.9,2921.27,
0 %, 3 MiB, 24576 MiB,9.50 W,11.0,2922.31,
0 %, 3 MiB, 24576 MiB,9.48 W,10.9,2923.34,
0 %, 3 MiB, 24576 MiB,10.06 W,11.0,2924.38,
0 %, 3 MiB, 24576 MiB,9.73 W,11.0,2925.41,
0 %, 3 MiB, 24576 MiB,10.11 W,11.6,2926.44,
0 %, 3 MiB, 24576 MiB,10.27 W,12.1,2927.47,
0 %, 3 MiB, 24576 MiB,9.86 W,11.0,2928.51,
0 %, 3 MiB, 24576 MiB,9.66 W,11.4,2929.54,
0 %, 3 MiB, 24576 MiB,9.69 W,10.5,2930.58,
0 %, 3 MiB, 24576 MiB,10.35 W,10.9,2931.61,
0 %, 3 MiB, 24576 MiB,9.94 W,11.3,2932.64,
0 %, 3 MiB, 24576 MiB,9.78 W,11.2,2933.68,
0 %, 3 MiB, 24576 MiB,9.68 W,10.9,2934.71,
0 %, 3 MiB, 24576 MiB,9.41 W,10.9,2935.74,
0 %, 3 MiB, 24576 MiB,9.44 W,10.8,2936.78,
0 %, 3 MiB, 24576 MiB,9.71 W,10.7,2937.81,
0 %, 3 MiB, 24576 MiB,9.65 W,11.1,2938.84,
0 %, 3 MiB, 24576 MiB,10.00 W,10.9,2939.88,
0 %, 3 MiB, 24576 MiB,9.82 W,11.0,2940.91,
0 %, 3 MiB, 24576 MiB,9.77 W,11.4,2941.95,
0 %, 3 MiB, 24576 MiB,9.53 W,10.8,2942.98,
0 %, 3 MiB, 24576 MiB,10.19 W,11.0,2944.01,
0 %, 3 MiB, 24576 MiB,10.24 W,11.1,2945.05,
0 %, 3 MiB, 24576 MiB,10.13 W,10.9,2946.08,
0 %, 3 MiB, 24576 MiB,10.16 W,11.3,2947.11,
0 %, 3 MiB, 24576 MiB,9.72 W,10.9,2948.15,
0 %, 3 MiB, 24576 MiB,9.55 W,10.9,2949.18,
0 %, 3 MiB, 24576 MiB,9.27 W,11.1,2950.21,
0 %, 3 MiB, 24576 MiB,9.47 W,11.0,2951.25,
0 %, 3 MiB, 24576 MiB,9.70 W,11.1,2952.28,
0 %, 3 MiB, 24576 MiB,9.98 W,10.9,2953.32,
0 %, 3 MiB, 24576 MiB,9.07 W,10.8,2954.35,
0 %, 3 MiB, 24576 MiB,8.96 W,11.0,2955.38,
0 %, 3 MiB, 24576 MiB,9.17 W,11.8,2956.42,
0 %, 3 MiB, 24576 MiB,9.60 W,11.1,2957.45,
0 %, 3 MiB, 24576 MiB,9.45 W,11.6,2958.49,
0 %, 3 MiB, 24576 MiB,9.27 W,11.1,2959.52,
0 %, 3 MiB, 24576 MiB,9.22 W,11.3,2960.56,
0 %, 3 MiB, 24576 MiB,9.22 W,10.9,2961.59,
0 %, 3 MiB, 24576 MiB,9.48 W,11.1,2962.62,
0 %, 3 MiB, 24576 MiB,9.63 W,10.9,2963.66,
0 %, 3 MiB, 24576 MiB,9.81 W,11.0,2964.69,
0 %, 3 MiB, 24576 MiB,9.83 W,10.9,2965.72,
0 %, 3 MiB, 24576 MiB,10.02 W,10.9,2966.75,
0 %, 3 MiB, 24576 MiB,9.10 W,12.3,2967.79,
0 %, 3 MiB, 24576 MiB,9.53 W,10.9,2968.82,
0 %, 3 MiB, 24576 MiB,9.32 W,11.1,2969.85,
0 %, 3 MiB, 24576 MiB,10.05 W,10.8,2970.89,
0 %, 3 MiB, 24576 MiB,10.03 W,11.6,2971.92,
0 %, 3 MiB, 24576 MiB,9.75 W,10.8,2972.96,
0 %, 3 MiB, 24576 MiB,9.80 W,11.0,2973.99,
0 %, 3 MiB, 24576 MiB,9.92 W,11.2,2975.02,
0 %, 3 MiB, 24576 MiB,9.86 W,11.1,2976.06,
0 %, 3 MiB, 24576 MiB,10.04 W,10.9,2977.09,
0 %, 3 MiB, 24576 MiB,9.93 W,11.1,2978.12,
0 %, 3 MiB, 24576 MiB,10.25 W,11.0,2979.16,
0 %, 3 MiB, 24576 MiB,10.21 W,10.8,2980.19,
0 %, 3 MiB, 24576 MiB,9.80 W,10.9,2981.22,
0 %, 3 MiB, 24576 MiB,9.77 W,10.8,2982.26,
0 %, 3 MiB, 24576 MiB,9.66 W,11.1,2983.29,
0 %, 3 MiB, 24576 MiB,9.48 W,10.9,2984.32,
0 %, 3 MiB, 24576 MiB,9.70 W,11.0,2985.36,
0 %, 3 MiB, 24576 MiB,9.71 W,12.1,2986.39,
0 %, 3 MiB, 24576 MiB,9.85 W,11.9,2987.42,
0 %, 3 MiB, 24576 MiB,9.82 W,10.8,2988.46,
0 %, 3 MiB, 24576 MiB,9.63 W,10.8,2989.49,
0 %, 3 MiB, 24576 MiB,10.04 W,11.3,2990.52,
0 %, 3 MiB, 24576 MiB,9.82 W,10.9,2991.56,
0 %, 3 MiB, 24576 MiB,10.41 W,11.3,2992.59,
0 %, 3 MiB, 24576 MiB,10.37 W,11.1,2993.62,
0 %, 3 MiB, 24576 MiB,9.95 W,11.0,2994.66,
0 %, 3 MiB, 24576 MiB,10.02 W,10.9,2995.69,
0 %, 3 MiB, 24576 MiB,9.34 W,10.8,2996.72,
0 %, 3 MiB, 24576 MiB,9.87 W,10.8,2997.76,
0 %, 3 MiB, 24576 MiB,10.22 W,10.8,2998.79,
0 %, 3 MiB, 24576 MiB,10.23 W,10.9,2999.83,
0 %, 3 MiB, 24576 MiB,9.81 W,10.9,3000.86,
0 %, 3 MiB, 24576 MiB,9.61 W,11.7,3001.89,
0 %, 3 MiB, 24576 MiB,9.90 W,10.8,3002.93,
0 %, 3 MiB, 24576 MiB,9.92 W,10.8,3003.96,
0 %, 3 MiB, 24576 MiB,9.84 W,10.8,3004.99,
0 %, 3 MiB, 24576 MiB,10.16 W,11.4,3006.03,
0 %, 3 MiB, 24576 MiB,9.68 W,10.7,3007.06,
0 %, 3 MiB, 24576 MiB,9.32 W,11.2,3008.09,
0 %, 3 MiB, 24576 MiB,9.29 W,11.0,3009.13,
0 %, 3 MiB, 24576 MiB,9.52 W,11.0,3010.16,
0 %, 3 MiB, 24576 MiB,10.44 W,11.3,3011.2,
0 %, 3 MiB, 24576 MiB,10.14 W,10.7,3012.23,
0 %, 3 MiB, 24576 MiB,10.18 W,10.9,3013.26,
0 %, 3 MiB, 24576 MiB,9.55 W,10.8,3014.3,
0 %, 3 MiB, 24576 MiB,9.81 W,10.8,3015.33,
0 %, 3 MiB, 24576 MiB,9.87 W,11.5,3016.36,
0 %, 3 MiB, 24576 MiB,9.97 W,11.1,3017.4,
0 %, 3 MiB, 24576 MiB,10.00 W,11.7,3018.43,
0 %, 3 MiB, 24576 MiB,10.01 W,12.0,3019.46,
0 %, 3 MiB, 24576 MiB,9.70 W,11.1,3020.5,
0 %, 3 MiB, 24576 MiB,9.35 W,11.4,3021.53,
0 %, 3 MiB, 24576 MiB,9.57 W,11.4,3022.56,
0 %, 3 MiB, 24576 MiB,9.21 W,11.4,3023.6,
0 %, 3 MiB, 24576 MiB,9.66 W,10.9,3024.63,
0 %, 3 MiB, 24576 MiB,9.55 W,10.8,3025.66,
0 %, 3 MiB, 24576 MiB,9.76 W,11.0,3026.7,
0 %, 3 MiB, 24576 MiB,9.48 W,10.9,3027.73,
0 %, 3 MiB, 24576 MiB,9.51 W,11.1,3028.76,
0 %, 3 MiB, 24576 MiB,9.49 W,10.8,3029.8,
0 %, 3 MiB, 24576 MiB,9.91 W,11.1,3030.83,
0 %, 3 MiB, 24576 MiB,9.92 W,11.4,3031.86,
0 %, 3 MiB, 24576 MiB,10.00 W,11.0,3032.9,
0 %, 3 MiB, 24576 MiB,10.00 W,10.8,3033.93,
0 %, 3 MiB, 24576 MiB,10.43 W,10.8,3034.96,
0 %, 3 MiB, 24576 MiB,10.18 W,11.1,3036.0,
0 %, 3 MiB, 24576 MiB,10.30 W,10.9,3037.03,
0 %, 3 MiB, 24576 MiB,10.28 W,11.0,3038.06,
0 %, 3 MiB, 24576 MiB,9.69 W,10.7,3039.1,
0 %, 3 MiB, 24576 MiB,10.12 W,10.8,3040.13,
0 %, 3 MiB, 24576 MiB,9.79 W,10.9,3041.17,
0 %, 3 MiB, 24576 MiB,10.15 W,10.9,3042.2,
0 %, 3 MiB, 24576 MiB,10.04 W,10.8,3043.23,
0 %, 3 MiB, 24576 MiB,10.36 W,11.0,3044.27,
0 %, 3 MiB, 24576 MiB,10.63 W,11.0,3045.3,
0 %, 3 MiB, 24576 MiB,10.63 W,11.8,3046.33,
0 %, 3 MiB, 24576 MiB,10.01 W,11.0,3047.37,
0 %, 3 MiB, 24576 MiB,9.84 W,11.0,3048.4,
0 %, 3 MiB, 24576 MiB,9.69 W,10.8,3049.43,
0 %, 3 MiB, 24576 MiB,10.15 W,11.0,3050.47,
0 %, 3 MiB, 24576 MiB,9.87 W,11.2,3051.5,
0 %, 3 MiB, 24576 MiB,10.02 W,11.0,3052.53,
0 %, 3 MiB, 24576 MiB,10.04 W,11.2,3053.57,
0 %, 3 MiB, 24576 MiB,9.84 W,11.0,3054.6,
0 %, 3 MiB, 24576 MiB,9.95 W,10.9,3055.64,
0 %, 3 MiB, 24576 MiB,9.40 W,10.9,3056.67,
0 %, 3 MiB, 24576 MiB,9.98 W,10.8,3057.7,
0 %, 3 MiB, 24576 MiB,10.03 W,10.7,3058.74,
0 %, 3 MiB, 24576 MiB,10.23 W,10.8,3059.77,
0 %, 3 MiB, 24576 MiB,9.76 W,11.0,3060.8,
0 %, 3 MiB, 24576 MiB,9.62 W,11.7,3061.84,
0 %, 3 MiB, 24576 MiB,9.75 W,11.0,3062.87,
0 %, 3 MiB, 24576 MiB,10.41 W,11.0,3063.9,
0 %, 3 MiB, 24576 MiB,10.48 W,10.8,3064.94,
0 %, 3 MiB, 24576 MiB,10.65 W,10.9,3065.97,
0 %, 3 MiB, 24576 MiB,10.15 W,11.2,3067.0,
0 %, 3 MiB, 24576 MiB,9.84 W,10.8,3068.04,
0 %, 3 MiB, 24576 MiB,10.03 W,11.2,3069.07,
0 %, 3 MiB, 24576 MiB,10.41 W,11.0,3070.1,
0 %, 3 MiB, 24576 MiB,10.20 W,10.7,3071.14,
0 %, 3 MiB, 24576 MiB,9.88 W,10.9,3072.17,
0 %, 3 MiB, 24576 MiB,10.39 W,11.0,3073.2,
0 %, 3 MiB, 24576 MiB,9.98 W,11.0,3074.24,
0 %, 3 MiB, 24576 MiB,9.77 W,10.8,3075.27,
0 %, 3 MiB, 24576 MiB,9.57 W,11.6,3076.3,
0 %, 3 MiB, 24576 MiB,10.12 W,11.1,3077.34,
0 %, 3 MiB, 24576 MiB,10.08 W,11.4,3078.37,
0 %, 3 MiB, 24576 MiB,9.86 W,11.0,3079.4,
0 %, 3 MiB, 24576 MiB,9.69 W,10.8,3080.44,
0 %, 3 MiB, 24576 MiB,9.64 W,11.2,3081.47,
0 %, 3 MiB, 24576 MiB,9.68 W,10.8,3082.51,
0 %, 3 MiB, 24576 MiB,10.26 W,11.2,3083.54,
0 %, 3 MiB, 24576 MiB,10.03 W,11.2,3084.57,
0 %, 3 MiB, 24576 MiB,10.03 W,11.0,3085.61,
0 %, 3 MiB, 24576 MiB,10.06 W,10.6,3086.64,
0 %, 3 MiB, 24576 MiB,10.11 W,11.0,3087.67,
0 %, 3 MiB, 24576 MiB,9.88 W,10.7,3088.71,
0 %, 3 MiB, 24576 MiB,9.91 W,10.9,3089.74,
0 %, 3 MiB, 24576 MiB,10.04 W,10.8,3090.77,
0 %, 3 MiB, 24576 MiB,10.25 W,11.4,3091.81,
0 %, 3 MiB, 24576 MiB,10.05 W,10.6,3092.84,
0 %, 3 MiB, 24576 MiB,9.64 W,10.9,3093.87,
0 %, 3 MiB, 24576 MiB,9.89 W,11.0,3094.91,
0 %, 3 MiB, 24576 MiB,10.09 W,10.7,3095.94,
0 %, 3 MiB, 24576 MiB,9.65 W,11.1,3096.98,
0 %, 3 MiB, 24576 MiB,10.32 W,10.9,3098.01,
0 %, 3 MiB, 24576 MiB,10.27 W,11.1,3099.04,
0 %, 3 MiB, 24576 MiB,9.74 W,10.8,3100.08,
0 %, 3 MiB, 24576 MiB,9.92 W,11.1,3101.11,
0 %, 3 MiB, 24576 MiB,9.55 W,10.9,3102.14,
0 %, 3 MiB, 24576 MiB,9.06 W,10.8,3103.18,
0 %, 3 MiB, 24576 MiB,9.53 W,10.7,3104.21,
0 %, 3 MiB, 24576 MiB,9.73 W,10.8,3105.24,
0 %, 3 MiB, 24576 MiB,9.83 W,11.7,3106.28,
0 %, 3 MiB, 24576 MiB,9.68 W,11.0,3107.31,
0 %, 3 MiB, 24576 MiB,10.08 W,10.7,3108.34,
0 %, 3 MiB, 24576 MiB,9.66 W,10.9,3109.38,
0 %, 3 MiB, 24576 MiB,10.44 W,10.9,3110.41,
0 %, 3 MiB, 24576 MiB,10.20 W,10.7,3111.44,
0 %, 3 MiB, 24576 MiB,10.18 W,11.3,3112.48,
0 %, 3 MiB, 24576 MiB,10.59 W,10.7,3113.51,
0 %, 3 MiB, 24576 MiB,9.97 W,11.2,3114.54,
0 %, 3 MiB, 24576 MiB,9.91 W,11.0,3115.57,
0 %, 3 MiB, 24576 MiB,9.81 W,11.1,3116.61,
0 %, 3 MiB, 24576 MiB,10.23 W,11.1,3117.64,
0 %, 3 MiB, 24576 MiB,9.86 W,10.9,3118.68,
0 %, 3 MiB, 24576 MiB,9.86 W,11.0,3119.71,
0 %, 3 MiB, 24576 MiB,9.90 W,11.2,3120.74,
0 %, 3 MiB, 24576 MiB,9.68 W,11.4,3121.78,
0 %, 3 MiB, 24576 MiB,9.63 W,10.9,3122.81,
0 %, 3 MiB, 24576 MiB,10.40 W,10.9,3123.84,
0 %, 3 MiB, 24576 MiB,10.45 W,10.8,3124.88,
0 %, 3 MiB, 24576 MiB,10.10 W,10.7,3125.91,
0 %, 3 MiB, 24576 MiB,10.31 W,11.0,3126.94,
0 %, 3 MiB, 24576 MiB,10.41 W,11.2,3127.98,
0 %, 3 MiB, 24576 MiB,10.67 W,11.4,3129.01,
0 %, 3 MiB, 24576 MiB,10.32 W,10.9,3130.04,
0 %, 3 MiB, 24576 MiB,10.38 W,10.8,3131.08,
0 %, 3 MiB, 24576 MiB,11.03 W,10.8,3132.11,
0 %, 3 MiB, 24576 MiB,11.04 W,10.8,3133.15,
0 %, 3 MiB, 24576 MiB,10.17 W,11.0,3134.18,
0 %, 3 MiB, 24576 MiB,9.94 W,10.9,3135.21,
0 %, 3 MiB, 24576 MiB,9.93 W,11.4,3136.24,
0 %, 3 MiB, 24576 MiB,9.95 W,11.1,3137.28,
0 %, 3 MiB, 24576 MiB,10.34 W,11.4,3138.31,
0 %, 3 MiB, 24576 MiB,10.25 W,11.1,3139.34,
0 %, 3 MiB, 24576 MiB,10.48 W,10.9,3140.38,
0 %, 3 MiB, 24576 MiB,9.84 W,11.0,3141.41,
0 %, 3 MiB, 24576 MiB,9.74 W,11.2,3142.44,
0 %, 3 MiB, 24576 MiB,10.16 W,11.0,3143.48,
0 %, 3 MiB, 24576 MiB,10.14 W,11.0,3144.51,
0 %, 3 MiB, 24576 MiB,9.94 W,10.9,3145.54,
